user_id,age,gender,height_cm,weight_kg,fitness_level,goal,workout_frequency,preferred_type,equipment_access,preferred_bodypart,time_per_session
user_818,29,Male,160,99,Intermediate,Wellness,5,Swimming,"Dumbbell, None, Machine",Full body,53
user_819,55,Male,186,83,Intermediate,Body recomposition,1,No preference,"Bands, Cable, Minimal equipment",Full body,39
user_820,32,Other,157,76,Expert,Improve cardio,4,Calisthenics,"Bands, Cable",Arms,75
user_821,39,Other,172,77,Expert,Improve strength,5,Circuit training,"Home gym, Bodyweight, None",Calves,88
user_822,26,Female,184,68,Intermediate,Increase endurance,5,Cardio cycling,"Barbell, None, Dumbbell",Triceps,47
user_823,22,Other,164,85,Beginner,Tone body,2,Cardio rowing,Minimal equipment,Core,31
user_824,57,Female,151,75,Beginner,Sports performance,3,Strength training,"Home gym, None",Glutes,69
user_825,26,Female,150,98,Beginner,Increase endurance,3,Strength training,"Bodyweight, Kettlebells",Chest,32
user_826,54,Female,172,67,Beginner,Prepare for event,5,Calisthenics,"Home gym, Machine, Outdoor park",Forearms,89
user_827,18,Other,197,64,Expert,Weight loss,1,HIIT High Intensity Interval Training,Cable,Triceps,78
user_828,34,Other,150,56,Intermediate,Injury recovery,2,Swimming,"Bodyweight, Machine, Minimal equipment",Triceps,87
user_829,41,Male,186,92,Beginner,Increase endurance,2,Powerlifting,"Home gym, Cable, Body Only",Upper body,45
user_830,44,Other,196,66,Beginner,Improve strength,3,Dance,"Machine, Minimal equipment, Body Only",Chest,74
user_831,44,Female,179,63,Expert,Gain mass,2,CrossFit,"Body Only, Minimal equipment, Bodyweight",Calves,25
user_832,24,Male,152,74,Intermediate,Improve mobility,4,Swimming,"Minimal equipment, Outdoor park, Dumbbell",Triceps,67
user_833,36,Male,197,74,Beginner,Prepare for event,1,Cardio running,"Bodyweight, Full gym",Arms,29
user_834,49,Other,191,74,Beginner,Increase endurance,1,Functional training,"Bands, Kettlebells",Glutes,66
user_835,22,Female,194,61,Beginner,Sports performance,2,Yoga,None,Chest,31
user_836,32,Male,151,61,Intermediate,Improve flexibility,2,Circuit training,"Minimal equipment, Home gym",Full body,87
user_837,22,Male,152,72,Expert,Improve strength,1,Zumba,"Full gym, Minimal equipment, Cable",Lower body,27
user_838,43,Other,179,54,Beginner,Improve cardio,2,No preference,"Bodyweight, Cable, Kettlebells",Core,42
user_839,29,Female,196,91,Beginner,General health,3,Dance,"Barbell, Machine, Home gym",No specific focus,39
user_840,29,Male,181,94,Intermediate,Increase endurance,5,Functional training,"Dumbbell, Home gym, Kettlebells",Abs,50
user_841,59,Other,172,56,Beginner,Improve mobility,3,Zumba,"Outdoor park, Cable",Shoulders,67
user_842,28,Male,175,95,Intermediate,Weight loss,2,Powerlifting,"Full gym, Bodyweight",Back,73
user_843,49,Other,169,71,Intermediate,Lose fat,4,Olympic weightlifting,"Bands, Minimal equipment, Kettlebells",Calves,83
user_844,30,Female,173,97,Beginner,Improve strength,5,Powerlifting,"Cable, None",Abs,45
user_845,40,Other,172,68,Intermediate,Lose fat,1,Olympic weightlifting,"None, Machine",Biceps,48
user_846,23,Male,176,69,Expert,Improve flexibility,3,Circuit training,Dumbbell,Core,34
user_847,40,Female,164,96,Intermediate,Body recomposition,5,Calisthenics,"Kettlebells, Minimal equipment",Chest,76
user_848,24,Other,169,50,Expert,Improve flexibility,5,Calisthenics,"Cable, Kettlebells",Back,87
user_849,23,Other,188,80,Intermediate,General health,3,Calisthenics,"Home gym, Cable, Bodyweight",Quads,27
user_850,36,Male,191,53,Expert,Sports performance,1,Swimming,"Home gym, Outdoor park",Triceps,49
user_851,24,Other,180,60,Beginner,Rehabilitation,4,Yoga,"Minimal equipment, Kettlebells",Biceps,67
user_852,42,Female,190,72,Intermediate,Body recomposition,3,CrossFit,"Bands, Cable, Dumbbell",No specific focus,59
user_853,52,Female,170,93,Intermediate,Increase endurance,2,Cardio rowing,"Cable, Minimal equipment, Home gym",Legs,30
user_854,49,Female,185,54,Beginner,Build muscle,5,Cardio rowing,Bodyweight,Forearms,86
user_855,51,Male,179,71,Expert,Injury recovery,5,Zumba,Body Only,No specific focus,63
user_856,31,Other,185,60,Expert,Wellness,2,Powerlifting,"Minimal equipment, Full gym",Glutes,51
user_857,57,Other,162,70,Expert,Improve cardio,5,Strength training,Machine,Abs,22
user_858,37,Male,195,81,Expert,Gain mass,2,Circuit training,"Kettlebells, Barbell",Forearms,43
user_859,18,Other,195,86,Expert,Increase endurance,1,Zumba,"Full gym, Cable",Lower body,29
user_860,42,Female,157,97,Expert,Body recomposition,2,CrossFit,"Dumbbell, Outdoor park, Bands",Chest,36
user_861,53,Male,193,90,Expert,Lose fat,2,Martial arts,Bodyweight,Back,50
user_862,35,Other,185,96,Intermediate,Body recomposition,1,Powerlifting,"Bodyweight, Bands",Triceps,71
user_863,56,Female,192,63,Intermediate,Prepare for event,1,Martial arts,"Bodyweight, Dumbbell, Barbell",Glutes,83
user_864,57,Female,171,80,Beginner,Prepare for event,5,Dance,"Body Only, None",Triceps,47
user_865,18,Other,171,56,Beginner,Tone body,2,Circuit training,"Outdoor park, Bands",Shoulders,32
user_866,58,Other,181,63,Expert,Injury recovery,4,Swimming,"Kettlebells, Minimal equipment, Barbell",Calves,88
user_867,36,Other,189,97,Beginner,Improve mobility,5,Yoga,"Outdoor park, Kettlebells, Bodyweight",Core,67
user_868,36,Female,155,79,Beginner,Build muscle,5,Calisthenics,"Dumbbell, Bands, Full gym",Calves,62
user_869,22,Other,185,54,Expert,General health,1,HIIT High Intensity Interval Training,"Machine, Bodyweight, Body Only",Arms,45
user_870,47,Female,195,82,Intermediate,Tone body,3,CrossFit,"Dumbbell, Outdoor park",Biceps,77
user_871,28,Female,158,90,Beginner,Rehabilitation,5,Dance,"Barbell, Full gym, Machine",Shoulders,36
user_872,44,Male,174,86,Intermediate,Improve flexibility,5,Powerlifting,"Minimal equipment, Kettlebells, Outdoor park",Core,65
user_873,56,Female,198,62,Intermediate,Improve flexibility,5,Dance,"Bodyweight, Body Only",Forearms,48
user_874,47,Male,157,65,Beginner,General health,2,Zumba,"Full gym, Kettlebells, None",Shoulders,72
user_875,31,Male,199,83,Intermediate,Wellness,5,Swimming,"Bands, Kettlebells",Back,26
user_876,44,Other,198,71,Beginner,Improve strength,5,Strength training,"Bodyweight, Body Only",Calves,47
user_877,26,Female,174,68,Intermediate,Injury recovery,5,Yoga,Full gym,Full body,86
user_878,28,Male,182,76,Expert,Rehabilitation,1,Calisthenics,"Full gym, Barbell, Bodyweight",Chest,47
user_879,27,Male,171,78,Intermediate,Increase endurance,5,Dance,"Full gym, Kettlebells",Forearms,58
user_880,28,Other,172,65,Expert,General health,1,Calisthenics,Dumbbell,Quads,84
user_881,30,Other,160,57,Beginner,Wellness,2,Pilates,"Bodyweight, Body Only",Calves,89
user_882,56,Other,168,53,Intermediate,Rehabilitation,3,Martial arts,"Bodyweight, Full gym",Quads,45
user_883,57,Other,169,77,Intermediate,Rehabilitation,5,Powerlifting,"Cable, None",Abs,81
user_884,36,Male,161,57,Intermediate,Wellness,3,HIIT High Intensity Interval Training,"Cable, Minimal equipment, Home gym",Full body,84
user_885,40,Female,184,72,Beginner,Sports performance,4,Cardio rowing,"Body Only, Bands, Machine",Full body,89
user_886,32,Male,155,73,Intermediate,Wellness,1,No preference,"Barbell, Bodyweight",Forearms,84
user_887,38,Male,178,67,Beginner,Sports performance,3,No preference,"Bodyweight, None, Barbell",Legs,37
user_888,35,Other,193,51,Expert,Build muscle,1,Dance,None,Lower body,51
user_889,25,Other,165,62,Beginner,Prepare for event,5,Olympic weightlifting,"Body Only, Dumbbell, Bands",Biceps,60
user_890,42,Female,172,62,Intermediate,Improve flexibility,4,Cardio cycling,"Outdoor park, Machine, Kettlebells",Back,39
user_891,28,Female,178,97,Beginner,Prepare for event,2,Powerlifting,"Machine, Outdoor park",Full body,22
user_892,52,Female,173,87,Beginner,Rehabilitation,4,Swimming,"Bands, Body Only, Machine",Glutes,64
user_893,48,Female,171,87,Intermediate,Body recomposition,2,Bodyweight training,"Dumbbell, None",Legs,65
user_894,48,Female,152,94,Beginner,Improve cardio,2,Strength training,"Kettlebells, Full gym",Arms,33
user_895,57,Other,162,76,Beginner,Improve flexibility,1,Cardio running,Machine,Shoulders,39
user_896,20,Other,158,63,Beginner,Weight loss,4,Cardio rowing,"Machine, Dumbbell, Bands",Triceps,31
user_897,35,Other,167,72,Expert,Injury recovery,1,Cardio cycling,"None, Minimal equipment",Full body,34
user_898,57,Other,167,76,Beginner,Increase endurance,5,Dance,"Bands, Outdoor park",Chest,52
user_899,46,Female,190,57,Beginner,Tone body,5,Cardio running,"Outdoor park, Minimal equipment",Arms,38
user_900,43,Male,176,92,Beginner,Build muscle,1,Dance,"Full gym, Machine, Minimal equipment",Abs,21
user_901,32,Other,184,90,Intermediate,Improve mobility,4,Cardio rowing,"Dumbbell, Full gym",Calves,75
user_902,57,Other,175,53,Beginner,Sports performance,2,Yoga,"Outdoor park, None, Bodyweight",Abs,49
user_903,53,Other,176,73,Intermediate,Rehabilitation,5,Pilates,"Dumbbell, Kettlebells",Calves,68
user_904,30,Female,163,68,Beginner,Increase endurance,1,CrossFit,"Dumbbell, Bodyweight",Hamstrings,80
user_905,24,Other,192,73,Beginner,Increase endurance,1,Yoga,"Home gym, Bands",Upper body,54
user_906,46,Other,156,93,Intermediate,Wellness,3,Bodyweight training,"Barbell, Home gym",No specific focus,36
user_907,36,Female,163,86,Beginner,Lose fat,4,Yoga,Dumbbell,Back,83
user_908,31,Male,182,90,Intermediate,Rehabilitation,1,Martial arts,"Barbell, Body Only, Outdoor park",Quads,25
user_909,59,Other,190,61,Expert,Body recomposition,5,Dance,"Full gym, Kettlebells",Glutes,22
user_910,53,Female,185,56,Intermediate,Gain mass,5,Cardio rowing,"Outdoor park, Barbell, Dumbbell",Back,67
user_911,39,Other,177,86,Expert,Wellness,2,No preference,"Barbell, Body Only",Calves,48
user_912,25,Female,154,99,Intermediate,Prepare for event,3,Functional training,"Bands, Machine",Calves,77
user_913,34,Female,150,96,Intermediate,Improve cardio,3,Circuit training,Full gym,Glutes,39
user_914,49,Female,199,57,Beginner,Improve cardio,1,Olympic weightlifting,None,Abs,68
user_915,42,Other,195,54,Intermediate,Injury recovery,2,Bodyweight training,"Machine, Body Only",Legs,28
user_916,45,Male,158,64,Intermediate,Improve cardio,5,Pilates,"Kettlebells, Minimal equipment",Quads,68
user_917,54,Male,169,58,Beginner,Improve flexibility,2,Cardio cycling,"Full gym, Outdoor park, Kettlebells",Back,31
user_918,59,Female,181,66,Expert,Gain mass,5,HIIT High Intensity Interval Training,"Body Only, Home gym",Core,20
user_919,35,Female,168,75,Intermediate,Body recomposition,3,CrossFit,Home gym,Triceps,44
user_920,56,Female,174,53,Expert,Improve strength,5,HIIT High Intensity Interval Training,"Bands, Cable, Machine",Biceps,21
user_921,37,Other,154,87,Intermediate,Sports performance,5,Strength training,"Kettlebells, Minimal equipment",Quads,65
user_922,43,Other,160,82,Beginner,Rehabilitation,2,Zumba,"Dumbbell, Barbell",No specific focus,75
user_923,29,Male,158,90,Expert,Build muscle,4,HIIT High Intensity Interval Training,"None, Minimal equipment, Kettlebells",Glutes,61
user_924,29,Female,163,79,Expert,Improve cardio,4,Circuit training,"Machine, Barbell, Body Only",Biceps,80
user_925,57,Other,190,77,Expert,Improve strength,5,HIIT High Intensity Interval Training,"Home gym, None, Outdoor park",Hamstrings,20
user_926,57,Male,186,74,Expert,Improve strength,2,Cardio running,Bodyweight,Biceps,72
user_927,37,Other,190,76,Expert,Injury recovery,4,Dance,"Dumbbell, None, Body Only",Upper body,27
user_928,39,Other,156,87,Intermediate,Weight loss,4,Swimming,"Cable, Bodyweight, Kettlebells",Triceps,40
user_929,32,Male,182,97,Intermediate,Prepare for event,5,Cardio running,Home gym,Shoulders,39
user_930,47,Female,152,71,Beginner,Improve cardio,2,Calisthenics,"Dumbbell, Minimal equipment, Cable",Chest,65
user_931,19,Other,155,62,Beginner,Gain mass,3,CrossFit,"Cable, Dumbbell, Barbell",Back,57
user_932,40,Female,190,93,Expert,Build muscle,3,Circuit training,"Bodyweight, None, Barbell",No specific focus,73
user_933,42,Male,160,65,Expert,Prepare for event,3,Cardio cycling,"Bands, Minimal equipment, Home gym",Calves,45
user_934,20,Other,165,95,Beginner,Wellness,2,Calisthenics,"Body Only, Bodyweight, Minimal equipment",Forearms,55
user_935,33,Female,154,73,Expert,General health,2,Circuit training,Kettlebells,Back,34
user_936,36,Female,193,75,Intermediate,General health,4,CrossFit,Home gym,Calves,84
user_937,40,Other,162,84,Beginner,Rehabilitation,5,Cardio rowing,"Bodyweight, Barbell, Kettlebells",Biceps,84
user_938,48,Female,165,91,Expert,Weight loss,4,Zumba,"Home gym, None",Hamstrings,42
user_939,56,Male,186,51,Expert,Sports performance,2,Bodyweight training,Machine,Abs,84
user_940,51,Other,193,57,Intermediate,Improve flexibility,3,Yoga,"Machine, Home gym",No specific focus,68
user_941,52,Other,151,92,Intermediate,Improve mobility,2,No preference,Minimal equipment,Forearms,48
user_942,36,Female,183,77,Beginner,Improve cardio,1,Yoga,"Full gym, Machine, Barbell",Lower body,83
user_943,32,Male,153,78,Expert,Improve strength,2,CrossFit,"Bands, None",No specific focus,35
user_944,59,Male,181,88,Expert,Improve mobility,2,No preference,"Bodyweight, Outdoor park",Shoulders,54
user_945,24,Female,192,67,Intermediate,Body recomposition,1,Zumba,"Full gym, None",Upper body,45
user_946,46,Female,179,57,Expert,Lose fat,5,Martial arts,"Home gym, Bodyweight",Quads,76
user_947,43,Male,169,68,Beginner,Lose fat,5,CrossFit,"Dumbbell, Home gym, Barbell",Full body,58
user_948,46,Female,162,96,Beginner,Wellness,4,Cardio rowing,"Bodyweight, Dumbbell, Kettlebells",Back,57
user_949,41,Male,189,96,Expert,Tone body,1,Yoga,"Home gym, Outdoor park, Bodyweight",Glutes,50
user_950,41,Other,156,87,Beginner,Improve mobility,4,Martial arts,"Machine, Kettlebells",Hamstrings,57
user_951,59,Female,154,63,Expert,Improve cardio,3,Dance,"Full gym, Bands",Glutes,27
user_952,36,Male,193,80,Expert,Improve mobility,1,Yoga,"Kettlebells, Full gym, Bodyweight",Arms,66
user_953,49,Male,193,89,Beginner,Build muscle,4,Martial arts,"Barbell, Machine",Hamstrings,71
user_954,55,Male,174,65,Beginner,Build muscle,4,Martial arts,"Barbell, Minimal equipment",Legs,32
user_955,45,Other,181,83,Intermediate,Weight loss,3,Cardio running,"Cable, Minimal equipment, Bodyweight",Chest,72
user_956,42,Female,196,69,Expert,Improve mobility,5,Olympic weightlifting,"Body Only, Cable, None",Glutes,84
user_957,45,Female,188,56,Beginner,Rehabilitation,2,Strength training,Bodyweight,Upper body,60
user_958,18,Female,158,89,Intermediate,Rehabilitation,1,CrossFit,"Cable, Machine",Biceps,24
user_959,43,Male,174,79,Intermediate,Build muscle,5,Pilates,"None, Barbell, Full gym",Triceps,56
user_960,35,Other,179,67,Beginner,Improve flexibility,4,Yoga,"Dumbbell, Kettlebells, Body Only",Glutes,51
user_961,18,Other,172,96,Intermediate,Injury recovery,5,Cardio cycling,"Machine, Full gym",Chest,26
user_962,59,Male,154,97,Beginner,Tone body,3,Cardio rowing,"Kettlebells, Cable, Full gym",Abs,25
user_963,59,Male,151,63,Expert,Gain mass,4,Olympic weightlifting,"Cable, None, Kettlebells",Hamstrings,30
user_964,36,Other,190,85,Intermediate,Lose fat,3,Circuit training,"Minimal equipment, Bands",Upper body,32
user_965,56,Male,190,51,Beginner,Lose fat,5,Cardio rowing,"Dumbbell, Machine, Home gym",Legs,66
user_966,20,Male,172,84,Expert,Build muscle,2,HIIT High Intensity Interval Training,"Cable, Home gym",Glutes,42
user_967,42,Other,169,50,Beginner,Weight loss,4,Zumba,Machine,Upper body,85
user_968,44,Other,171,60,Expert,Improve flexibility,2,Swimming,Bands,Hamstrings,68
user_969,35,Female,175,70,Expert,Build muscle,4,HIIT High Intensity Interval Training,"Kettlebells, Body Only",Lower body,87
user_970,30,Female,161,94,Beginner,Injury recovery,5,Powerlifting,Cable,Legs,35
user_971,56,Female,195,98,Expert,Rehabilitation,3,Bodyweight training,Outdoor park,Arms,36
user_972,56,Other,151,50,Expert,Rehabilitation,3,Pilates,"Full gym, Machine, Bodyweight",Quads,39
user_973,29,Male,191,58,Intermediate,Improve cardio,2,Cardio running,"Bands, Machine, Barbell",Upper body,61
user_974,41,Female,160,72,Beginner,Improve cardio,3,Functional training,"Minimal equipment, Cable, Dumbbell",Biceps,26
user_975,21,Male,197,85,Beginner,Improve flexibility,5,Zumba,"Cable, Body Only, Full gym",Full body,89
user_976,50,Female,199,61,Expert,Improve mobility,2,Circuit training,"Outdoor park, None",Forearms,33
user_977,22,Other,175,74,Expert,Rehabilitation,1,Functional training,Minimal equipment,Shoulders,28
user_978,50,Male,193,91,Beginner,Improve strength,3,Cardio cycling,Barbell,Glutes,66
user_979,55,Male,174,77,Beginner,Improve flexibility,3,Swimming,"Home gym, Cable",Legs,85
user_980,37,Female,192,87,Beginner,Build muscle,1,Swimming,"Barbell, Dumbbell",Abs,32
user_981,58,Other,162,56,Expert,Gain mass,5,Cardio running,"Dumbbell, None",Hamstrings,62
user_982,41,Male,155,55,Beginner,Prepare for event,4,Pilates,Home gym,Lower body,21
user_983,26,Female,169,52,Beginner,Improve cardio,3,CrossFit,"None, Outdoor park, Home gym",Upper body,56
user_984,45,Other,188,86,Expert,Build muscle,4,Circuit training,Minimal equipment,Lower body,89
user_985,34,Other,167,54,Expert,Gain mass,2,Martial arts,"Outdoor park, Cable",Legs,23
user_986,21,Female,190,58,Expert,Improve strength,5,No preference,"Cable, Kettlebells",Calves,70
user_987,42,Other,194,78,Expert,Rehabilitation,2,Cardio rowing,Home gym,Shoulders,36
user_988,42,Other,179,50,Expert,Prepare for event,2,Cardio running,"None, Minimal equipment, Full gym",Glutes,82
user_989,35,Other,178,56,Beginner,Injury recovery,1,Pilates,Home gym,Core,74
user_990,29,Male,179,82,Beginner,Improve cardio,5,Dance,"Machine, Barbell, Body Only",Calves,57
user_991,31,Female,163,72,Intermediate,Improve strength,4,Dance,"Bodyweight, Body Only",Forearms,36
user_992,54,Other,184,59,Expert,Improve cardio,3,HIIT High Intensity Interval Training,"Cable, Machine",Calves,29
user_993,20,Other,194,79,Expert,Weight loss,3,Olympic weightlifting,"Bands, Cable, Kettlebells",Quads,42
user_994,41,Male,153,91,Intermediate,Prepare for event,1,Powerlifting,"Minimal equipment, Home gym",Triceps,60
user_995,33,Male,157,61,Beginner,Lose fat,4,Circuit training,"Bands, Kettlebells",Hamstrings,66
user_996,40,Male,188,60,Beginner,Sports performance,1,Yoga,Full gym,Chest,20
user_997,51,Male,180,74,Beginner,Prepare for event,3,No preference,"Full gym, Dumbbell, Machine",Back,73
user_998,44,Male,190,98,Expert,General health,1,Powerlifting,"Barbell, Outdoor park, Minimal equipment",Shoulders,34
user_999,38,Other,177,66,Intermediate,Wellness,1,Yoga,"Cable, Kettlebells",Back,84
user_1000,43,Female,198,75,Expert,Rehabilitation,2,CrossFit,Dumbbell,Chest,41
